,Life event,ID,Date,Gender,Age,Life expectancy,Marital status,Marriage duration,Marriage intention,Marriage age:,Employment status,Income,Capital,Children,Nr children,Birth age,Alive
727,Life event: Created,727,2011-01-01,Male,84,23,Widowed,0,Yes,,Retired,30603,36069,No,0,,1
728,Life event: Created,728,2011-01-01,Female,32,52,Single,0,No,,Permanent contract,1794,286784,Yes,0,,1
729,Life event: Created,729,2011-01-01,Male,2,93,Single,0,No,,Child,0,0,No,0,,1
730,Life event: Created,730,2011-01-01,Female,20,97,Single,0,No,,Flexible contract,49915,-27567,Yes,0,29.0,1
731,Life event: Created,731,2011-01-01,Female,24,32,Single,0,No,,Permanent contract,194865,117538,Yes,0,,1
732,Life event: Created,732,2011-01-01,Female,65,23,Widowed,0,No,,Permanent contract,26328,53441,Yes,0,,1
733,Life event: Created,733,2011-01-01,Female,55,97,Married,20,Yes,,Flexible contract,29947,323264,Yes,2,,1
734,Life event: Created,734,2011-01-01,Female,21,94,Married,7,Yes,,Flexible contract,3727,-28445,Yes,2,,1
735,Life event: Created,735,2011-01-01,Male,47,94,Married,42,No,,Unemployed,24180,239772,Yes,2,,1
736,Life event: Created,736,2011-01-01,Male,64,58,Married,49,No,,Permanent contract,5977,-37796,No,2,,1
737,Life event: Created,737,2011-01-01,Female,60,97,Widowed,0,No,,Flexible contract,145824,14413,No,0,,1
738,Life event: Created,738,2011-01-01,Female,45,98,Married,38,No,,Flexible contract,2447,12171,No,2,,1
739,Life event: Created,739,2011-01-01,Male,37,6,Single,0,No,,Permanent contract,7212,-12977,Yes,0,,1
740,Life event: Created,740,2011-01-01,Female,3,73,Single,0,Yes,34.0,Child,0,0,No,0,24.0,1
741,Life event: Created,741,2011-01-01,Female,48,72,Divorced,0,No,,Flexible contract,66777,116067,No,0,,1
742,Life event: Created,742,2011-01-01,Female,6,90,Single,0,Yes,26.0,Child,0,0,Yes,0,33.0,1
743,Life event: Created,743,2011-01-01,Male,69,89,Divorced,0,Yes,,Retired,19323,454992,Yes,0,,1
744,Life event: Created,744,2011-01-01,Female,41,92,Divorced,0,No,,Permanent contract,31409,151395,Yes,0,,1
745,Life event: Created,745,2011-01-01,Male,12,95,Single,0,No,,Child,0,0,Yes,0,,1
746,Life event: Created,746,2011-01-01,Female,46,43,Married,13,No,,Permanent contract,96445,906,No,1,,1
747,Life event: Created,747,2011-01-01,Female,17,12,Single,0,Yes,28.0,Child,0,0,Yes,0,32.0,1
1732,Life event: Adulthood,747,2012-09-04,Female,18,12,Single,0,Yes,26.0,Permanent contract,7616,114517,Yes,0,32.0,1
748,Life event: Created,748,2011-01-01,Male,32,96,Married,13,No,,Flexible contract,31632,4120,Yes,1,,1
749,Life event: Created,749,2011-01-01,Male,65,93,Married,30,Yes,,Permanent contract,12418,3270,Yes,1,,1
750,Life event: Created,750,2011-01-01,Male,21,2,Single,0,Yes,45.0,Flexible contract,1165,-1750,Yes,0,,1
751,Life event: Created,751,2011-01-01,Female,92,50,Widowed,0,No,,Retired,26601,68032,No,0,,1
752,Life event: Created,752,2011-01-01,Female,10,24,Single,0,No,,Child,0,0,Yes,0,35.0,1
753,Life event: Created,753,2011-01-01,Male,54,98,Married,6,No,,Flexible contract,36213,569,Yes,1,,1
754,Life event: Created,754,2011-01-01,Male,40,94,Married,21,Yes,,Entrepreneur without personnel,95108,5501,Yes,2,,1
755,Life event: Created,755,2011-01-01,Female,2,74,Single,0,No,,Child,0,0,Yes,0,30.0,1
756,Life event: Created,756,2011-01-01,Female,55,35,Married,26,Yes,,Flexible contract,21125,208742,No,2,,1
757,Life event: Created,757,2011-01-01,Female,73,60,Married,37,Yes,,Retired,36235,132765,Yes,1,,1
758,Life event: Created,758,2011-01-01,Male,50,89,Married,24,No,,Flexible contract,26060,699862,Yes,1,,1
759,Life event: Created,759,2011-01-01,Male,85,88,Widowed,0,No,,Retired,41743,447860,No,0,,1
760,Life event: Created,760,2011-01-01,Male,7,50,Single,0,Yes,34.0,Child,0,0,Yes,0,,1
761,Life event: Created,761,2011-01-01,Male,65,92,Married,37,Yes,,Permanent contract,24510,72336,No,1,,1
762,Life event: Created,762,2011-01-01,Male,13,23,Single,0,No,,Child,0,0,Yes,0,,1
763,Life event: Created,763,2011-01-01,Female,13,21,Single,0,No,,Child,0,0,Yes,0,41.0,1
764,Life event: Created,764,2011-01-01,Male,32,91,Married,22,Yes,,Unemployed,26639,31472,Yes,3,,1
765,Life event: Created,765,2011-01-01,Male,63,64,Married,18,No,,Permanent contract,27521,-30172,No,2,,1
766,Life event: Created,766,2011-01-01,Male,8,98,Single,0,Yes,79.0,Child,0,0,No,0,,1
767,Life event: Created,767,2011-01-01,Female,26,94,Single,0,No,,Flexible contract,53828,57128,Yes,0,34.0,1
768,Life event: Created,768,2011-01-01,Female,29,60,Single,0,Yes,47.0,Permanent contract,78773,123495,No,0,,1
769,Life event: Created,769,2011-01-01,Male,49,98,Married,14,No,,Permanent contract,31022,227272,No,3,,1
770,Life event: Created,770,2011-01-01,Male,55,39,Single,0,No,,Permanent contract,26303,374443,Yes,0,,1
771,Life event: Created,771,2011-01-01,Female,31,28,Single,0,Yes,34.0,Permanent contract,13535,285999,Yes,0,34.0,1
772,Life event: Created,772,2011-01-01,Male,80,84,Widowed,0,No,,Retired,65684,182084,No,0,,1
773,Life event: Created,773,2011-01-01,Male,45,96,Single,0,No,,Permanent contract,88109,-2772,Yes,0,,1
774,Life event: Created,774,2011-01-01,Female,99,97,Widowed,0,No,,Retired,13515,34393,Yes,0,,1
775,Life event: Created,775,2011-01-01,Female,70,97,Single,0,Yes,30.0,Retired,45409,1769,No,0,,1
776,Life event: Created,776,2011-01-01,Female,44,93,Married,4,Yes,,Permanent contract,18556,91572,No,1,,1
777,Life event: Created,777,2011-01-01,Male,51,96,Married,28,No,,Flexible contract,72386,-36501,No,2,,1
778,Life event: Created,778,2011-01-01,Female,26,16,Married,44,Yes,,Entrepreneur without personnel,79183,59,No,2,28.0,1
779,Life event: Created,779,2011-01-01,Female,58,48,Single,0,Yes,85.0,Permanent contract,16507,45197,No,0,,1
780,Life event: Created,780,2011-01-01,Female,7,30,Single,0,No,,Child,0,0,No,0,41.0,1
781,Life event: Created,781,2011-01-01,Female,65,42,Married,36,No,,Permanent contract,42713,461438,No,2,,1
782,Life event: Created,782,2011-01-01,Female,3,98,Single,0,Yes,61.0,Child,0,0,Yes,0,37.0,1
783,Life event: Created,783,2011-01-01,Male,48,98,Married,39,No,,Permanent contract,5840,396326,Yes,2,,1
784,Life event: Created,784,2011-01-01,Male,34,0,Married,18,No,,Permanent contract,20299,354840,Yes,1,,1
785,Life event: Created,785,2011-01-01,Female,24,32,Single,0,No,,Permanent contract,5216,435657,No,0,33.0,1
786,Life event: Created,786,2011-01-01,Female,80,85,Married,26,No,,Retired,28215,-31050,No,2,,1
787,Life event: Created,787,2011-01-01,Male,33,94,Married,53,No,,Flexible contract,66508,270737,Yes,2,,1
788,Life event: Created,788,2011-01-01,Male,52,97,Married,44,Yes,,Entrepreneur without personnel,46477,-8535,No,1,,1
789,Life event: Created,789,2011-01-01,Male,17,86,Single,0,No,,Child,0,0,Yes,0,,1
1719,Life event: Adulthood,789,2012-06-27,Male,18,86,Single,0,No,,Flexible contract,22833,-48129,Yes,0,,1
790,Life event: Created,790,2011-01-01,Male,55,33,Married,42,No,,Permanent contract,7364,-3603,Yes,1,,1
791,Life event: Created,791,2011-01-01,Male,75,14,Single,0,No,,Retired,2871,12589,Yes,0,,1
792,Life event: Created,792,2011-01-01,Male,7,97,Single,0,Yes,31.0,Child,0,0,Yes,0,,1
793,Life event: Created,793,2011-01-01,Female,34,49,Single,0,No,,Permanent contract,17461,183509,No,0,,1
794,Life event: Created,794,2011-01-01,Male,1,95,Single,0,Yes,45.0,Child,0,0,Yes,0,,1
795,Life event: Created,795,2011-01-01,Female,28,52,Married,23,Yes,,Family business,21032,82192,Yes,2,,1
796,Life event: Created,796,2011-01-01,Female,40,61,Married,0,No,,Flexible contract,43667,105859,No,1,,1
1673,Life event: Divorced,796,2011-04-22,Female,40,61,Divorced,0,No,,Flexible contract,43667,105859,No,1,,1
797,Life event: Created,797,2011-01-01,Male,7,30,Single,0,No,,Child,0,0,No,0,,1
798,Life event: Created,798,2011-01-01,Female,32,91,Single,0,No,,Entrepreneur without personnel,87460,4054037,Yes,0,32.0,1
799,Life event: Created,799,2011-01-01,Female,5,98,Single,0,Yes,28.0,Child,0,0,No,0,31.0,1
800,Life event: Created,800,2011-01-01,Female,47,27,Married,5,No,,Permanent contract,21452,433137,No,2,,1
801,Life event: Created,801,2011-01-01,Female,4,78,Single,0,No,,Child,0,0,Yes,0,29.0,1
802,Life event: Created,802,2011-01-01,Male,49,93,Divorced,0,No,,Permanent contract,30439,44125,Yes,0,,1
803,Life event: Created,803,2011-01-01,Male,33,96,Married,7,No,,Permanent contract,7324,41167,No,3,,1
804,Life event: Created,804,2011-01-01,Male,14,97,Single,0,No,,Child,0,0,No,0,,1
805,Life event: Created,805,2011-01-01,Male,58,36,Married,5,Yes,,Permanent contract,91079,151018,No,2,,1
806,Life event: Created,806,2011-01-01,Male,25,7,Single,0,Yes,31.0,Permanent contract,33299,181591,No,0,,1
807,Life event: Created,807,2011-01-01,Female,77,98,Married,34,Yes,,Retired,12456,434017,No,1,,1
808,Life event: Created,808,2011-01-01,Female,11,55,Single,0,No,,Child,0,0,No,0,32.0,1
809,Life event: Created,809,2011-01-01,Male,53,89,Married,10,No,,Permanent contract,82640,141120,No,2,,1
810,Life event: Created,810,2011-01-01,Female,35,97,Single,0,No,,Entrepreneur without personnel,60130,-6432,No,0,,1
811,Life event: Created,811,2011-01-01,Male,10,89,Single,0,No,,Child,0,0,No,0,,1
812,Life event: Created,812,2011-01-01,Male,75,45,Married,44,Yes,,Retired,58637,104225,No,2,,1
813,Life event: Created,813,2011-01-01,Male,44,92,Married,17,No,,Entrepreneur without personnel,27248,79006,Yes,1,,1
814,Life event: Created,814,2011-01-01,Female,31,91,Married,25,No,,Permanent contract,34489,7191,Yes,1,,1
815,Life event: Created,815,2011-01-01,Female,64,86,Married,18,No,,Permanent contract,37019,495072,No,1,,1
816,Life event: Created,816,2011-01-01,Male,22,97,Single,0,No,,Flexible contract,33674,572,No,0,,1
817,Life event: Created,817,2011-01-01,Female,99,4,Widowed,0,No,,Retired,36965,748,Yes,0,,1
818,Life event: Created,818,2011-01-01,Male,32,87,Single,0,Yes,30.0,Flexible contract,108,90100,Yes,0,,1
819,Life event: Created,819,2011-01-01,Female,43,95,Married,51,Yes,,Permanent contract,19125,71683,No,1,,1
820,Life event: Created,820,2011-01-01,Male,6,98,Single,0,Yes,30.0,Child,0,0,No,0,,1
821,Life event: Created,821,2011-01-01,Female,102,35,Widowed,0,No,,Retired,76262,-7734,Yes,0,,1
822,Life event: Created,822,2011-01-01,Male,61,96,Married,37,Yes,,Flexible contract,8714,47432,No,1,,1
823,Life event: Created,823,2011-01-01,Male,63,98,Divorced,0,Yes,,Permanent contract,13718,2627,Yes,0,,1
824,Life event: Created,824,2011-01-01,Male,10,95,Single,0,No,,Child,0,0,Yes,0,,1
825,Life event: Created,825,2011-01-01,Female,51,96,Married,3,No,,Permanent contract,30000,296787,Yes,1,,1
826,Life event: Created,826,2011-01-01,Male,31,97,Single,0,No,,Flexible contract,1094,387975,No,0,,1
827,Life event: Created,827,2011-01-01,Male,3,44,Single,0,No,,Child,0,0,Yes,0,,1
828,Life event: Created,828,2011-01-01,Female,18,90,Single,0,Yes,25.0,Permanent contract,28792,40175,No,0,30.0,1
829,Life event: Created,829,2011-01-01,Female,46,85,Married,16,Yes,,Flexible contract,98131,-8283,No,3,,1
830,Life event: Created,830,2011-01-01,Male,65,97,Single,0,Yes,39.0,Permanent contract,10051,187917,Yes,0,,1
831,Life event: Created,831,2011-01-01,Male,36,97,Single,0,Yes,35.0,Permanent contract,32915,-43247,Yes,0,,1
832,Life event: Created,832,2011-01-01,Male,26,98,Married,4,Yes,,Entrepreneur without personnel,31830,16222,No,2,,1
833,Life event: Created,833,2011-01-01,Female,72,98,Married,60,Yes,,Retired,488620,322898,No,1,,1
834,Life event: Created,834,2011-01-01,Male,9,55,Single,0,Yes,26.0,Child,0,0,Yes,0,,1
835,Life event: Created,835,2011-01-01,Male,51,95,Married,31,No,,Entrepreneur without personnel,11514,115647,Yes,1,,1
836,Life event: Created,836,2011-01-01,Male,23,70,Single,0,No,,Entrepreneur without personnel,26966,551414,Yes,0,,1
837,Life event: Created,837,2011-01-01,Male,4,95,Single,0,No,,Child,0,0,Yes,0,,1
838,Life event: Created,838,2011-01-01,Male,56,97,Divorced,0,No,,Family business,35216,87932,Yes,0,,1
839,Life event: Created,839,2011-01-01,Female,49,97,Married,13,Yes,,Permanent contract,76919,332804,No,1,,1
840,Life event: Created,840,2011-01-01,Male,35,44,Single,0,No,,Entrepreneur without personnel,80465,-695,Yes,0,,1
841,Life event: Created,841,2011-01-01,Female,56,96,Married,4,No,,Entrepreneur without personnel,18329,559,No,3,,1
842,Life event: Created,842,2011-01-01,Female,94,56,Married,53,No,,Retired,21250,142389,Yes,1,,1
843,Life event: Created,843,2011-01-01,Female,40,95,Single,0,No,,Permanent contract,30714,-4361,No,0,,1
844,Life event: Created,844,2011-01-01,Male,40,97,Divorced,0,No,,Permanent contract,28143,182806,Yes,0,,1
845,Life event: Created,845,2011-01-01,Female,29,96,Single,0,Yes,33.0,Permanent contract,37024,458538,No,0,35.0,1
846,Life event: Created,846,2011-01-01,Male,48,87,Married,9,No,,Permanent contract,30730,292279,Yes,1,,1
847,Life event: Created,847,2011-01-01,Female,25,17,Married,7,Yes,,Unemployed,546,-28336,No,2,,1
848,Life event: Created,848,2011-01-01,Male,10,97,Single,0,No,,Child,0,0,Yes,0,,1
849,Life event: Created,849,2011-01-01,Male,32,87,Single,0,Yes,96.0,Flexible contract,24256,-27211,Yes,0,,1
850,Life event: Created,850,2011-01-01,Female,43,98,Married,12,Yes,,Permanent contract,1582,179,No,2,,1
851,Life event: Created,851,2011-01-01,Female,32,89,Married,16,No,,Permanent contract,3301,120327,Yes,2,,1
852,Life event: Created,852,2011-01-01,Female,26,59,Married,44,Yes,,Entrepreneur without personnel,3072,16665,No,2,33.0,1
853,Life event: Created,853,2011-01-01,Female,40,93,Married,13,Yes,,Entrepreneur with personel,14630,9660,Yes,1,43.0,1
854,Life event: Created,854,2011-01-01,Female,4,98,Single,0,Yes,25.0,Child,0,0,No,0,35.0,1
855,Life event: Created,855,2011-01-01,Male,47,81,Married,64,No,,Permanent contract,26973,-44976,No,2,,1
856,Life event: Created,856,2011-01-01,Male,15,97,Single,0,No,,Child,0,0,Yes,0,,1
857,Life event: Created,857,2011-01-01,Female,9,98,Single,0,Yes,50.0,Child,0,0,Yes,0,20.0,1
858,Life event: Created,858,2011-01-01,Male,23,96,Single,0,No,,Entrepreneur without personnel,19452,17826,Yes,0,,1
859,Life event: Created,859,2011-01-01,Female,62,93,Divorced,0,No,,Entrepreneur without personnel,39958,139103,Yes,0,,1
860,Life event: Created,860,2011-01-01,Female,47,90,Married,39,No,,Permanent contract,24215,221994,Yes,1,,1
861,Life event: Created,861,2011-01-01,Female,8,64,Single,0,Yes,22.0,Child,0,0,Yes,0,28.0,1
862,Life event: Created,862,2011-01-01,Female,37,88,Divorced,0,No,,Entrepreneur without personnel,61543,171455,No,0,,1
863,Life event: Created,863,2011-01-01,Female,34,91,Married,21,Yes,,Permanent contract,34376,-45919,Yes,3,,1
864,Life event: Created,864,2011-01-01,Female,34,75,Married,5,No,,Permanent contract,74136,13382,Yes,1,,1
865,Life event: Created,865,2011-01-01,Male,83,97,Widowed,0,Yes,,Retired,2649,20049,Yes,0,,1
866,Life event: Created,866,2011-01-01,Male,9,98,Single,0,Yes,40.0,Child,0,0,Yes,0,,1
867,Life event: Created,867,2011-01-01,Male,22,98,Single,0,No,,Permanent contract,46360,321660,No,0,,1
868,Life event: Created,868,2011-01-01,Female,22,81,Single,0,Yes,25.0,Permanent contract,19335,-2811,No,0,27.0,1
869,Life event: Created,869,2011-01-01,Female,42,49,Married,7,No,,Flexible contract,19216,-2908,No,1,,1
870,Life event: Created,870,2011-01-01,Female,44,95,Married,40,Yes,,Permanent contract,23735,8734,No,1,,1
871,Life event: Created,871,2011-01-01,Female,10,14,Single,0,No,,Child,0,0,Yes,0,32.0,1
872,Life event: Created,872,2011-01-01,Male,70,95,Married,11,Yes,,Retired,99017,-42497,No,3,,1
873,Life event: Created,873,2011-01-01,Female,51,89,Married,32,Yes,,Permanent contract,36661,497813,Yes,1,,1
874,Life event: Created,874,2011-01-01,Female,26,98,Single,0,No,,Permanent contract,16026,381063,Yes,0,27.0,1
1747,Life event: Birth,874,2012-11-04,Female,27,98,Single,0,No,,Permanent contract,16026,381063,Yes,1,27.0,1
875,Life event: Created,875,2011-01-01,Female,51,35,Married,16,No,,Permanent contract,34671,54,Yes,1,,1
876,Life event: Created,876,2011-01-01,Female,63,81,Married,25,No,,Permanent contract,3278,-9028,Yes,1,,1
877,Life event: Created,877,2011-01-01,Female,27,81,Single,0,No,,Flexible contract,11713,-22060,Yes,0,41.0,1
878,Life event: Created,878,2011-01-01,Male,25,78,Single,0,Yes,29.0,Flexible contract,22583,-2526,Yes,0,,1
879,Life event: Created,879,2011-01-01,Female,19,96,Single,0,Yes,31.0,Permanent contract,45150,161067,No,0,33.0,1
880,Life event: Created,880,2011-01-01,Male,18,93,Single,0,Yes,33.0,Permanent contract,10443,463712,Yes,0,,1
881,Life event: Created,881,2011-01-01,Female,56,84,Married,8,No,,Entrepreneur without personnel,12652,140129,No,2,,1
882,Life event: Created,882,2011-01-01,Male,72,86,Married,4,No,,Retired,88823,25591,No,2,,1
883,Life event: Created,883,2011-01-01,Female,53,96,Married,34,Yes,,Flexible contract,25057,25838,Yes,1,,1
884,Life event: Created,884,2011-01-01,Male,53,84,Married,1,No,,Flexible contract,3781,-24528,Yes,3,,1
1757,Life event: Divorced,884,2012-12-25,Male,54,84,Divorced,1,No,,Flexible contract,3781,-24528,Yes,3,,1
885,Life event: Created,885,2011-01-01,Female,59,98,Divorced,0,No,,Permanent contract,14040,20913,Yes,0,,1
886,Life event: Created,886,2011-01-01,Male,48,3,Divorced,0,No,,Unemployed,48033,24432,No,0,,1
887,Life event: Created,887,2011-01-01,Male,37,84,Married,28,No,,Entrepreneur without personnel,33462,39320,Yes,2,,1
888,Life event: Created,888,2011-01-01,Female,4,70,Single,0,Yes,63.0,Child,0,0,Yes,0,28.0,1
889,Life event: Created,889,2011-01-01,Female,9,93,Single,0,Yes,40.0,Child,0,0,Yes,0,32.0,1
890,Life event: Created,890,2011-01-01,Female,17,96,Single,0,Yes,28.0,Child,0,0,Yes,0,29.0,1
1746,Life event: Adulthood,890,2012-11-02,Female,18,96,Single,0,No,,Permanent contract,9088,-183,Yes,0,29.0,1
891,Life event: Created,891,2011-01-01,Female,46,90,Married,6,No,,Permanent contract,47878,226351,Yes,2,,1
892,Life event: Created,892,2011-01-01,Male,45,98,Married,38,No,,Permanent contract,17813,146733,No,2,,1
893,Life event: Created,893,2011-01-01,Male,56,91,Married,53,Yes,,Permanent contract,27694,3375,No,2,,1
894,Life event: Created,894,2011-01-01,Female,3,45,Single,0,No,,Child,0,0,Yes,0,35.0,1
895,Life event: Created,895,2011-01-01,Female,80,94,Married,39,No,,Retired,53770,-5683,No,1,,1
896,Life event: Created,896,2011-01-01,Female,32,69,Married,19,Yes,,Permanent contract,2902,90892,Yes,3,,1
897,Life event: Created,897,2011-01-01,Male,27,98,Married,27,Yes,,Flexible contract,39661,9019,Yes,1,,1
898,Life event: Created,898,2011-01-01,Male,16,97,Single,0,No,,Child,0,0,No,0,,1
899,Life event: Created,899,2011-01-01,Male,44,87,Single,0,Yes,29.0,Permanent contract,26096,305111,No,0,,1
900,Life event: Created,900,2011-01-01,Male,58,97,Divorced,0,Yes,,Unemployed,37391,33531,Yes,0,,1
901,Life event: Created,901,2011-01-01,Male,30,81,Single,0,No,,Permanent contract,44532,4928209,No,0,,1
902,Life event: Created,902,2011-01-01,Female,43,44,Married,24,Yes,,Entrepreneur without personnel,10505,63641,No,2,,1
903,Life event: Created,903,2011-01-01,Male,28,91,Single,0,No,,Entrepreneur without personnel,9725,786107,Yes,0,,1
904,Life event: Created,904,2011-01-01,Female,11,96,Single,0,Yes,28.0,Child,0,0,No,0,39.0,1
905,Life event: Created,905,2011-01-01,Male,57,98,Married,13,Yes,,Permanent contract,40518,-35404,No,2,,1
906,Life event: Created,906,2011-01-01,Male,50,19,Married,36,Yes,,Permanent contract,9838,23111,No,2,,1
907,Life event: Created,907,2011-01-01,Female,6,7,Single,0,No,,Child,0,0,Yes,0,36.0,1
908,Life event: Created,908,2011-01-01,Male,4,8,Single,0,Yes,57.0,Child,0,0,Yes,0,,1
909,Life event: Created,909,2011-01-01,Female,103,9,Widowed,0,Yes,,Retired,27910,132741,Yes,0,,1
910,Life event: Created,910,2011-01-01,Male,50,98,Married,36,No,,Permanent contract,6610,102291,No,1,,1
911,Life event: Created,911,2011-01-01,Female,51,95,Married,33,Yes,,Unemployed,704,3979,Yes,1,,1
912,Life event: Created,912,2011-01-01,Female,86,8,Widowed,0,No,,Retired,30147,-1867,No,0,,1
913,Life event: Created,913,2011-01-01,Male,41,49,Married,7,Yes,,Entrepreneur without personnel,8168,4147,Yes,1,,1
914,Life event: Created,914,2011-01-01,Male,10,95,Single,0,Yes,65.0,Child,0,0,No,0,,1
915,Life event: Created,915,2011-01-01,Female,50,95,Married,16,Yes,,Entrepreneur without personnel,49190,70916,No,1,,1
916,Life event: Created,916,2011-01-01,Female,42,95,Married,13,Yes,,Permanent contract,33473,1647,No,2,,1
917,Life event: Created,917,2011-01-01,Male,62,0,Single,0,No,,Permanent contract,5376,16599,No,0,,1
918,Life event: Created,918,2011-01-01,Male,12,96,Single,0,No,,Child,0,0,Yes,0,,1
919,Life event: Created,919,2011-01-01,Male,60,48,Married,44,No,,Entrepreneur without personnel,10496,9361,Yes,1,,1
920,Life event: Created,920,2011-01-01,Female,31,98,Single,0,No,,Unemployed,25920,377515,Yes,0,,1
921,Life event: Created,921,2011-01-01,Female,40,68,Single,0,No,,Permanent contract,12859,12034,Yes,0,,1
922,Life event: Created,922,2011-01-01,Male,21,94,Married,5,No,,Flexible contract,43042,68987,No,2,,1
923,Life event: Created,923,2011-01-01,Male,76,98,Widowed,0,Yes,,Retired,17223,55655,Yes,0,,1
924,Life event: Created,924,2011-01-01,Male,37,96,Married,9,No,,Permanent contract,21105,3443,Yes,1,,1
925,Life event: Created,925,2011-01-01,Male,74,92,Married,9,No,,Retired,18395,5444,Yes,1,,1
926,Life event: Created,926,2011-01-01,Female,55,96,Married,8,No,,Permanent contract,35340,1057,Yes,2,,1
927,Life event: Created,927,2011-01-01,Male,51,96,Married,9,No,,Unemployed,17578,48717,Yes,1,,1
928,Life event: Created,928,2011-01-01,Female,46,18,Married,13,Yes,,Permanent contract,6851,250080,Yes,2,,1
929,Life event: Created,929,2011-01-01,Female,44,97,Married,50,No,,Permanent contract,6615,-14582,Yes,2,,1
930,Life event: Created,930,2011-01-01,Male,63,91,Single,0,No,,Permanent contract,27320,162530,Yes,0,,1
931,Life event: Created,931,2011-01-01,Female,40,34,Single,0,No,,Flexible contract,77124,-3313,No,0,,1
932,Life event: Created,932,2011-01-01,Male,9,86,Single,0,No,,Child,0,0,Yes,0,,1
933,Life event: Created,933,2011-01-01,Male,23,88,Single,0,No,,Flexible contract,7962,39668,Yes,0,,1
934,Life event: Created,934,2011-01-01,Female,48,98,Married,29,Yes,,Unemployed,14617,65740,Yes,2,,1
935,Life event: Created,935,2011-01-01,Female,24,98,Single,0,No,,Permanent contract,29811,136895,Yes,0,32.0,1
936,Life event: Created,936,2011-01-01,Male,29,82,Single,0,Yes,27.0,Permanent contract,15576,25204,Yes,0,,1
937,Life event: Created,937,2011-01-01,Male,46,97,Married,43,Yes,,Permanent contract,38786,483765,No,2,,1
938,Life event: Created,938,2011-01-01,Male,51,84,Married,7,No,,Flexible contract,26085,328913,No,1,,1
939,Life event: Created,939,2011-01-01,Female,61,92,Divorced,0,Yes,,Permanent contract,6112,357200,Yes,0,,1
940,Life event: Created,940,2011-01-01,Female,72,97,Single,0,Yes,35.0,Retired,20487,118161,Yes,0,,1
941,Life event: Created,941,2011-01-01,Female,47,98,Married,42,Yes,,Permanent contract,95920,-13288,No,3,,1
942,Life event: Created,942,2011-01-01,Male,65,98,Married,45,Yes,,Flexible contract,10970,795,Yes,2,,1
943,Life event: Created,943,2011-01-01,Female,45,91,Single,0,No,,Permanent contract,21593,96127,No,0,,1
944,Life event: Created,944,2011-01-01,Female,62,85,Married,30,No,,Permanent contract,23273,316,Yes,1,,1
945,Life event: Created,945,2011-01-01,Male,27,12,Single,0,Yes,37.0,Permanent contract,10220,475345,Yes,0,,1
946,Life event: Created,946,2011-01-01,Female,22,84,Single,0,No,,Permanent contract,21330,44715,Yes,0,31.0,1
947,Life event: Created,947,2011-01-01,Male,44,65,Single,0,No,,Entrepreneur without personnel,33963,181,Yes,0,,1
948,Life event: Created,948,2011-01-01,Female,79,65,Widowed,0,Yes,,Retired,11883,173409,Yes,0,,1
949,Life event: Created,949,2011-01-01,Male,13,30,Single,0,Yes,29.0,Child,0,0,No,0,,1
950,Life event: Created,950,2011-01-01,Female,62,96,Married,0,No,,Permanent contract,93917,110849,No,2,,1
1668,Life event: Divorced,950,2011-01-28,Female,62,96,Divorced,0,No,,Permanent contract,93917,110849,No,2,,1
951,Life event: Created,951,2011-01-01,Male,40,92,Single,0,No,,Permanent contract,4237,600279,Yes,0,,1
952,Life event: Created,952,2011-01-01,Female,43,8,Single,0,Yes,31.0,Permanent contract,10407,19321,Yes,0,,1
953,Life event: Created,953,2011-01-01,Male,26,92,Single,0,Yes,31.0,Permanent contract,68483,4353,No,0,,1
954,Life event: Created,954,2011-01-01,Male,42,98,Married,28,No,,Permanent contract,7081,-1756,Yes,2,,1
955,Life event: Created,955,2011-01-01,Male,25,98,Married,19,No,,Permanent contract,29236,32035,No,1,,1
956,Life event: Created,956,2011-01-01,Female,17,40,Single,0,Yes,23.0,Child,0,0,No,0,36.0,1
1713,Life event: Adulthood,956,2012-03-12,Female,18,40,Single,0,Yes,30.0,Entrepreneur without personnel,5496,53514,No,0,36.0,1
957,Life event: Created,957,2011-01-01,Female,65,73,Married,37,No,,Permanent contract,26066,7550,No,1,,1
958,Life event: Created,958,2011-01-01,Male,7,96,Single,0,Yes,39.0,Child,0,0,Yes,0,,1
959,Life event: Created,959,2011-01-01,Male,30,96,Single,0,Yes,29.0,Unemployed,34546,-16809,No,0,,1
960,Life event: Created,960,2011-01-01,Female,49,98,Married,17,No,,Permanent contract,29987,75084,Yes,1,,1
961,Life event: Created,961,2011-01-01,Male,69,40,Married,19,Yes,,Retired,21234,177232,No,1,,1
962,Life event: Created,962,2011-01-01,Male,11,4,Single,0,No,,Child,0,0,No,0,,1
963,Life event: Created,963,2011-01-01,Female,30,52,Single,0,No,,Permanent contract,35197,2429,Yes,0,,1
964,Life event: Created,964,2011-01-01,Male,70,21,Married,3,No,,Retired,30637,37103,Yes,1,,1
965,Life event: Created,965,2011-01-01,Female,3,97,Single,0,Yes,29.0,Child,0,0,Yes,0,31.0,1
966,Life event: Created,966,2011-01-01,Female,20,70,Single,0,Yes,48.0,Entrepreneur without personnel,24782,-14329,Yes,0,34.0,1
967,Life event: Created,967,2011-01-01,Female,65,29,Single,0,Yes,40.0,Permanent contract,30240,20790,Yes,0,,1
968,Life event: Created,968,2011-01-01,Male,27,96,Single,0,No,,Permanent contract,13494,121564,No,0,,1
